pincode,state,district,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,age_0_5,age_5_17,age_18_greater
413002,Maharashtra,Solapur,9419,13222,278,7142,492,157,2
413003,Maharashtra,Solapur,6929,10586,304,3718,451,291,1
413004,Maharashtra,Solapur,4040,7136,143,2308,270,89,0
413005,Maharashtra,Solapur,4467,6304,184,2184,421,134,1
413006,Maharashtra,Solapur,8651,10350,320,6132,673,255,18
413007,Maharashtra,Solapur,760,1287,11,438,39,6,0
413008,Maharashtra,Solapur,626,724,26,504,26,5,0
413101,Maharashtra,Solapur,1763,2427,121,3318,89,22,2
413102,Maharashtra,Pune,8510,7370,711,11783,699,181,30
413103,Maharashtra,Pune,2714,2781,105,3478,100,17,0
413104,Maharashtra,Pune,2757,2539,131,4117,78,23,8
413105,Maharashtra,Pune,777,878,38,1446,49,6,0
413106,Maharashtra,Pune,3640,2936,126,3069,274,72,15
413107,Maharashtra,Solapur,1680,1398,107,4212,95,25,2
413108,Maharashtra,Solapur,377,561,21,1013,20,3,0
413109,Maharashtra,Solapur,3184,2740,132,7762,244,91,12
413110,Maharashtra,Pune,1881,1112,87,2359,76,10,2
413111,Maharashtra,Solapur,832,690,35,2375,43,9,0
413112,Maharashtra,Solapur,1778,1610,61,3278,88,17,0
413113,Maharashtra,Solapur,2522,2373,185,4228,218,66,25
413114,Maharashtra,Pune,3519,4440,152,6366,112,48,1
413115,Maharashtra,Pune,863,796,32,602,23,3,1
413116,Maharashtra,Pune,574,530,19,709,23,4,0
413118,Maharashtra,Solapur,720,644,18,758,33,4,0
413120,Maharashtra,Pune,1507,1916,45,1728,50,7,2
413130,Maharashtra,Pune,2221,2144,126,3086,126,20,4
413132,Maharashtra,Pune,1226,1173,12,1392,61,11,1
413133,Maharashtra,Pune,678,553,26,503,31,7,0
413201,Maharashtra,Ahmadnagar,15840,18408,668,26676,1446,366,60
413202,Maharashtra,Solapur,2843,2384,241,7668,139,22,4
413203,Maharashtra,Solapur,4894,4550,376,12111,364,76,24
413204,Maharashtra,Ahmadnagar,4443,5358,126,7238,462,168,0
413205,Maharashtra,Ahilyanagar,6396,8748,390,19152,450,270,0
413206,Maharashtra,Solapur,541,499,20,1058,25,3,0
413207,Maharashtra,Beed,2288,3426,59,1565,106,18,0
413208,Maharashtra,Solapur,3262,3126,123,4222,102,27,1
413209,Maharashtra,Solapur,2081,1582,133,3383,100,20,8
413210,Maharashtra,Solapur,875,1072,19,1488,30,7,0
413211,Maharashtra,Pune,12936,11220,532,23132,516,144,0
413212,Maharashtra,Solapur,764,833,42,2261,66,6,1
413213,Maharashtra,Solapur,3411,3207,145,7777,145,40,2
413214,Maharashtra,Solapur,972,852,83,2700,69,23,0
413215,Maharashtra,Solapur,1748,2856,44,1427,92,20,5
413216,Maharashtra,Solapur,4173,4808,148,7001,157,44,5
413217,Maharashtra,Solapur,976,872,26,1969,39,6,0
413218,Maharashtra,Solapur,879,866,43,2089,18,3,0
413219,Maharashtra,Solapur,2263,1637,118,2897,107,20,0
413220,Maharashtra,Solapur,849,692,53,1487,37,3,0
413221,Maharashtra,Solapur,3146,5017,117,6749,143,22,3
413222,Maharashtra,Solapur,1721,4599,124,2816,144,24,0
413223,Maharashtra,Solapur,700,574,78,1811,29,13,4
413224,Maharashtra,Solapur,1440,1729,57,774,53,10,1
413226,Maharashtra,Solapur,1215,1277,24,1655,52,9,0
413227,Maharashtra,Solapur,1150,1151,65,2081,41,5,0
413228,Maharashtra,Solapur,1431,2425,61,1920,61,10,2
413229,Maharashtra,Beed,4608,4720,260,7292,132,36,0
413248,Maharashtra,Solapur,1526,1537,69,3712,72,20,0
413249,Maharashtra,Beed,9684,11252,744,14736,412,152,0
413250,Maharashtra,Solapur,350,316,11,581,19,4,0
413251,Maharashtra,Solapur,573,603,49,1765,34,6,1
413252,Maharashtra,Solapur,929,998,23,1266,24,3,0
413253,Maharashtra,Solapur,1744,1994,83,4236,108,19,2
413255,Maharashtra,Solapur,1204,1669,38,845,48,13,1
413301,Maharashtra,Solapur,927,769,26,1351,25,3,1
413302,Maharashtra,Solapur,2035,1353,59,2149,84,14,1
413303,Maharashtra,Solapur,324,336,15,714,16,0,0
413304,Maharashtra,Solapur,10933,10648,787,27658,1233,241,55
413305,Maharashtra,Solapur,4510,4316,165,8179,190,29,2
413306,Maharashtra,Solapur,2425,2540,158,6211,81,31,6
413307,Maharashtra,Solapur,4377,4057,224,7531,383,141,25
413308,Maharashtra,Solapur,799,942,47,1728,46,8,1
413309,Maharashtra,Solapur,2992,3461,113,5144,108,27,5
413310,Maharashtra,Solapur,2310,1603,121,5045,87,24,0
413314,Maharashtra,Solapur,751,1162,43,1502,39,7,4
413315,Maharashtra,Solapur,1244,618,55,1343,64,9,3
413317,Maharashtra,Solapur,1737,1891,81,4033,93,16,5
413319,Maharashtra,Solapur,2334,1998,77,4243,109,16,0
413322,Maharashtra,Solapur,1782,2637,66,3847,88,30,3
413324,Maharashtra,Solapur,1014,761,28,2371,59,7,0
413401,Maharashtra,Solapur,5638,5920,656,13761,486,58,17
413402,Maharashtra,Solapur,1287,2500,94,2357,69,8,0
413403,Maharashtra,Solapur,600,1024,47,1573,74,5,0
413404,Maharashtra,Solapur,1041,1530,73,2203,90,11,0
413405,Maharashtra,Dharashiv,4272,6944,188,8312,164,88,0
413406,Maharashtra,Solapur,842,1578,32,2045,51,2,0
413409,Maharashtra,Solapur,585,579,76,1446,36,8,0
413410,Maharashtra,Solapur,471,577,32,1141,24,8,0
413411,Maharashtra,Solapur,157,951,21,1326,35,5,0
413412,Maharashtra,Solapur,497,930,15,995,23,5,0
413501,Maharashtra,Dharashiv,49860,73806,2898,75042,4077,792,9
413502,Maharashtra,Dharashiv,18408,16242,894,35742,1323,198,27
413503,Maharashtra,Dharashiv,5356,5256,280,8232,284,76,12
413504,Maharashtra,Dharashiv,18124,19516,592,26428,788,168,8
413505,Maharashtra,Dharashiv,10648,10500,656,25400,500,96,4
413506,Maharashtra,Dharashiv,6352,12884,500,14120,320,60,0
413507,Maharashtra,Dharashiv,19612,32720,784,35616,1088,224,4
413508,Maharashtra,Dharashiv,2574,5284,88,3278,288,48,0
413509,Maharashtra,Dharashiv,8852,14472,528,15144,504,72,0
413510,Maharashtra,Dharashiv,7902,19368,498,8634,855,216,9
413511,Maharashtra,Latur,18444,44388,788,23732,1038,300,18
413512,Maharashtra,Latur,12138,20203,1912,20780,728,198,9
413513,Maharashtra,Latur,2398,5363,176,3845,130,27,4
413514,Maharashtra,Latur,2555,5289,180,5846,154,55,3
413515,Maharashtra,Latur,4271,6712,234,7235,307,76,4
413516,Maharashtra,Latur,2161,4983,148,4322,132,26,0
413517,Maharashtra,Latur,7673,16463,754,11203,1828,620,82
413518,Maharashtra,Latur,1455,3638,99,2705,115,24,6
413519,Maharashtra,Latur,2862,4409,242,5213,164,39,17
413520,Maharashtra,Latur,5488,15465,253,6067,241,92,1
413521,Maharashtra,Latur,4884,14968,189,7085,271,57,1
413522,Maharashtra,Latur,2117,6877,135,2692,145,21,1
413523,Maharashtra,Latur,12282,24480,468,16712,564,72,24
413524,Maharashtra,Latur,1233,2450,84,2488,102,24,1
413525,Maharashtra,Dharashiv,8044,8800,260,14576,288,128,0
413526,Maharashtra,Dharashiv,2088,4628,84,2200,136,28,0
413527,Maharashtra,Latur,3094,7681,231,5020,159,32,3
413528,Maharashtra,Dharashiv,4800,7412,156,5768,280,44,8
413529,Maharashtra,Latur,1090,2379,87,2227,77,16,0
413530,Maharashtra,Latur,1446,5112,74,1751,80,21,1
413531,Maharashtra,Latur,24660,64752,1288,32548,1348,344,8
413532,Maharashtra,Latur,1719,5742,174,3723,192,64,1
413534,Maharashtra,Dharashiv,1312,3518,90,2124,140,48,0
413544,Maharashtra,Latur,1937,5198,109,3219,138,15,0
413580,Maharashtra,Osmanabad,1,2,0,10,0,0,0
413581,Maharashtra,Latur,532,617,20,603,33,2,0
413601,Maharashtra,Dharashiv,18692,33592,680,24064,1028,152,16
413602,Maharashtra,Dharashiv,10520,21252,360,13908,524,68,4
413603,Maharashtra,Dharashiv,13200,22626,378,21564,972,90,0
413604,Maharashtra,Dharashiv,14788,20160,848,27820,556,136,8
413605,Maharashtra,Dharashiv,8500,12976,452,20420,464,132,20
413606,Maharashtra,Dharashiv,28176,30856,2476,56840,2244,748,44
413607,Maharashtra,Latur,7700,23476,340,7552,420,132,4
413608,Maharashtra,Dharashiv,7748,14948,544,23220,468,92,0
413623,Maharashtra,Dharashiv,7088,10420,280,8072,388,20,4
413624,Maharashtra,Dharashiv,1720,2992,58,1622,144,28,0
413701,Maharashtra,Ahmadnagar,6990,10119,156,7452,1026,234,24
413702,Maharashtra,Ahmadnagar,3630,3670,150,6264,628,36,8
413703,Maharashtra,Ahilyanagar,7584,12984,414,8406,936,162,0
413704,Maharashtra,Ahmadnagar,4947,3153,134,4190,498,144,0
413705,Maharashtra,Ahilyanagar,28644,25896,1158,42186,2565,1665,108
413706,Maharashtra,Ahmadnagar,14958,13812,500,18204,576,378,0
413707,Maharashtra,Ahmadnagar,2566,1796,53,1436,132,16,0
413708,Maharashtra,Ahmadnagar,2955,2697,98,2814,258,90,0
413709,Maharashtra,Ahilyanagar,18912,29676,1374,25356,1332,432,0
413710,Maharashtra,Ahmadnagar,10614,10890,480,8016,738,102,0
413711,Maharashtra,Ahmadnagar,3219,4326,62,2510,492,6,0
413712,Maharashtra,Ahmadnagar,1044,1413,12,274,150,12,6
413713,Maharashtra,Ahmadnagar,2932,3700,204,2448,176,24,0
413714,Maharashtra,Ahmadnagar,9996,13794,208,7628,870,198,18
413715,Maharashtra,Ahmadnagar,6738,8382,120,5054,744,120,12
413716,Maharashtra,Ahmadnagar,3012,4070,31,1002,104,30,0
413717,Maharashtra,Ahmadnagar,1026,1395,46,1480,186,60,0
413718,Maharashtra,Ahmadnagar,2259,1929,39,1689,99,36,0
413719,Maharashtra,Ahmadnagar,5760,6792,364,7084,594,96,0
413720,Maharashtra,Ahmadnagar,5214,6114,204,3244,402,48,0
413721,Maharashtra,Ahmadnagar,4800,6444,60,4642,78,20,2
413722,Maharashtra,Ahmadnagar,1242,788,13,759,52,16,0
413723,Maharashtra,Ahmadnagar,4122,4170,200,4204,294,18,0
413725,Maharashtra,Ahmadnagar,15498,11682,402,11148,339,60,0
413726,Maharashtra,Ahilyanagar,4816,5800,184,6100,292,40,16
413728,Maharashtra,Ahmadnagar,2900,4520,108,4060,456,92,16
413736,Maharashtra,Ahmadnagar,8112,9642,240,4688,576,78,0
413737,Maharashtra,Ahmadnagar,4758,7188,104,1264,768,42,6
413738,Maharashtra,Ahmadnagar,8946,10170,240,8880,318,72,12
413739,Maharashtra,Ahmadnagar,12699,13599,642,16194,552,174,0
413801,Maharashtra,Pune,3095,3544,158,3741,195,90,16
413802,Maharashtra,Pune,407,274,6,311,21,6,3
414001,Maharashtra,Ahmadnagar,90630,81405,3216,46470,2070,762,18
414002,Maharashtra,Ahilyanagar,10890,20454,426,15540,954,270,27
414003,Maharashtra,Ahmadnagar,8151,7995,312,4652,702,264,0
414005,Maharashtra,Ahilyanagar,9336,17808,702,10290,945,333,0
414006,Maharashtra,Ahmadnagar,8190,7662,184,6404,240,78,0
414101,Maharashtra,Ahmadnagar,3306,4188,56,5306,378,42,6
414102,Maharashtra,Ahmadnagar,8960,15440,620,12544,868,256,8
414103,Maharashtra,Ahmadnagar,9828,18018,452,9028,648,180,0
414105,Maharashtra,Ahmadnagar,18960,13956,876,25052,1884,660,96
414106,Maharashtra,Ahmadnagar,14034,29934,568,8368,642,120,0
414111,Maharashtra,Ahmadnagar,17604,23283,666,12774,582,324,0
414113,Maharashtra,Ahmadnagar,2124,3828,114,4066,280,80,0
414201,Maharashtra,Ahmadnagar,8208,11709,312,4836,216,84,0
414202,Maharashtra,Beed,14168,13952,1348,38004,640,132,12
414203,Maharashtra,Beed,17552,21752,1184,43536,1260,360,60
414204,Maharashtra,Beed,14276,12076,924,22748,616,84,4
414205,Maharashtra,Beed,10364,12240,884,16720,464,104,4
414208,Maharashtra,Beed,4912,5300,268,9636,204,44,8
414301,Maharashtra,Ahmadnagar,2176,3288,118,1286,124,28,0
414302,Maharashtra,Ahilyanagar,10776,9606,930,17784,720,135,9
414303,Maharashtra,Ahmadnagar,1196,1336,25,554,82,16,0
414304,Maharashtra,Ahmadnagar,11736,13692,444,12220,882,276,6
414305,Maharashtra,Ahmadnagar,2580,3240,37,612,177,27,0
414306,Maharashtra,Ahmadnagar,2978,2832,88,2184,294,42,6
414307,Maharashtra,Ahmadnagar,1372,1600,64,1402,96,28,0
414401,Maharashtra,Ahilyanagar,21330,15048,720,39690,1206,333,27
414402,Maharashtra,Ahmadnagar,23586,18732,504,19648,756,366,48
414403,Maharashtra,Ahmadnagar,17454,17280,788,28788,588,306,6
414501,Maharashtra,Ahmadnagar,3684,6392,55,1426,148,32,0
414502,Maharashtra,Ahilyanagar,29496,33114,2136,58464,2853,504,0
414503,Maharashtra,Ahmadnagar,2216,4604,125,3955,188,32,0
414504,Maharashtra,Ahmadnagar,203,366,20,537,28,1,0
414505,Maharashtra,Ahmadnagar,2202,3992,248,2970,196,52,0
414601,Maharashtra,Ahmadnagar,9852,14400,200,3100,456,132,6
414602,Maharashtra,Ahmadnagar,5982,5544,500,6288,324,84,0
414603,Maharashtra,Ahilyanagar,27414,23520,2604,34962,2367,693,0
414604,Maharashtra,Ahilyanagar,11484,9474,1218,27636,918,216,0
414605,Maharashtra,Ahmadnagar,1488,1290,112,1146,246,24,0
414606,Maharashtra,Ahmadnagar,3004,2520,160,4716,148,48,0
414607,Maharashtra,Ahmadnagar,1276,1270,128,2694,228,56,0
414609,Maharashtra,Ahmadnagar,832,888,104,934,70,6,0
414701,Maharashtra,Ahmadnagar,4358,4648,68,2853,410,54,2
415001,Maharashtra,Satara,1380,1562,62,985,57,16,2
415002,Maharashtra,Satara,4379,4930,235,3690,177,30,8
415003,Maharashtra,Satara,1022,981,56,784,28,4,0
415004,Maharashtra,Satara,1815,1730,75,1508,75,6,2
415010,Maharashtra,Satara,693,701,24,1032,33,5,0
415011,Maharashtra,Satara,1370,1114,62,1206,87,6,0
415012,Maharashtra,Satara,1117,1317,44,475,43,5,0
415013,Maharashtra,Satara,956,1176,34,728,44,2,1
415014,Maharashtra,Satara,1776,2161,84,1895,75,4,0
415015,Maharashtra,Satara,914,736,31,756,41,3,1
415019,Maharashtra,Satara,650,530,24,255,33,7,0
415020,Maharashtra,Satara,521,413,13,360,23,4,0
415021,Maharashtra,Satara,779,539,30,813,24,2,0
415022,Maharashtra,Satara,747,808,19,393,38,3,0
415023,Maharashtra,Satara,438,511,25,307,16,2,0
415101,Maharashtra,Kolhapur,1591,2369,78,4369,91,19,1
415102,Maharashtra,Satara,651,532,14,623,27,1,0
415103,Maharashtra,Satara,1334,1910,33,1106,52,5,2
415104,Maharashtra,Satara,558,668,6,221,14,1,1
415105,Maharashtra,Satara,1096,1182,32,1056,31,4,2
415106,Maharashtra,Satara,1361,1237,28,1498,49,5,0
415107,Maharashtra,Satara,513,337,14,406,18,1,0
415108,Maharashtra,Satara,1214,2148,27,1001,68,8,1
415109,Maharashtra,Satara,2541,3301,65,2216,76,2,0
415110,Maharashtra,Satara,1841,2629,60,1340,77,14,8
415111,Maharashtra,Satara,1745,2717,40,1561,67,5,4
415112,Maharashtra,Satara,1665,2379,81,1648,116,12,0
415114,Maharashtra,Satara,1137,1394,21,677,43,3,1
415115,Maharashtra,Satara,558,512,22,594,17,1,0
415116,Maharashtra,Satara,656,316,19,540,18,0,1
415122,Maharashtra,Satara,516,766,20,293,19,3,0
415124,Maharashtra,Satara,2848,3357,137,2440,84,11,0
415202,Maharashtra,Ratnagiri,272,359,19,270,17,3,2
415203,Maharashtra,Ratnagiri,953,1295,50,1220,56,12,3
415205,Maharashtra,Satara,858,1262,32,686,50,3,1
415206,Maharashtra,Satara,3016,3297,139,3375,138,22,1
415207,Maharashtra,Satara,465,582,30,638,29,7,2
415208,Maharashtra,Ratnagiri,550,691,32,490,35,6,0
415209,Maharashtra,Satara,387,651,19,259,18,0,1
415211,Maharashtra,Satara,309,410,13,188,9,3,0
415212,Maharashtra,Satara,89,123,1,58,9,0,0
415213,Maharashtra,Raigad,432,416,48,636,12,0,4
415214,Maharashtra,Ratnagiri,223,193,7,324,9,3,0
415301,Maharashtra,Sangli,2042,2621,109,2477,82,21,3
415302,Maharashtra,Sangli,915,1495,20,494,31,3,2
415303,Maharashtra,Sangli,1231,2445,24,326,56,10,1
415304,Maharashtra,Sangli,1415,1483,61,749,54,6,0
415305,Maharashtra,Sangli,2023,2523,61,1097,123,19,1
415306,Maharashtra,Sangli,1282,1626,44,1576,84,15,1
415307,Maharashtra,Sangli,943,1731,19,379,37,8,0
415308,Maharashtra,Sangli,816,1022,44,1059,45,13,1
415309,Maharashtra,Sangli,586,950,8,345,23,3,1
415310,Maharashtra,Sangli,435,563,10,404,25,2,0
415311,Maharashtra,Sangli,4125,5584,100,2399,175,77,2
415312,Maharashtra,Satara,585,628,18,752,26,4,0
415313,Maharashtra,Sangli,313,549,14,220,14,3,1
415315,Maharashtra,Sangli,839,1020,38,1370,49,7,0
415401,Maharashtra,Sangli,666,965,11,567,37,7,0
415402,Maharashtra,Sangli,225,392,4,111,7,0,0
415403,Maharashtra,Sangli,753,1241,34,409,24,4,0
415404,Maharashtra,Sangli,776,1210,9,493,43,5,0
415405,Maharashtra,Sangli,1100,2174,27,469,50,2,0
415406,Maharashtra,Sangli,732,1121,13,280,29,1,1
415407,Maharashtra,Sangli,1288,1685,29,495,68,9,0
415408,Maharashtra,Sangli,1885,3831,51,1084,64,5,0
415409,Maharashtra,Sangli,2946,4894,154,2229,167,47,2
415410,Maharashtra,Sangli,533,409,12,457,20,1,0
415411,Maharashtra,Sangli,995,1705,34,477,48,5,0
415412,Maharashtra,Sangli,692,976,16,639,43,3,0
415413,Maharashtra,Sangli,471,714,17,364,14,4,0
415414,Maharashtra,Sangli,235,360,2,103,7,2,0
415415,Maharashtra,Sangli,196,222,11,30,2,0,0
415501,Maharashtra,Satara,2824,2544,147,3956,92,7,2
415502,Maharashtra,Satara,753,946,60,945,33,3,0
415503,Maharashtra,Satara,874,1127,31,388,30,1,0
415504,Maharashtra,Satara,352,646,9,189,13,2,0
415505,Maharashtra,Satara,922,1093,22,835,26,3,0
415506,Maharashtra,Satara,2278,2510,79,1263,104,9,0
415507,Maharashtra,Satara,910,1208,31,775,54,4,0
415508,Maharashtra,Satara,3409,2836,89,2267,135,20,4
415509,Maharashtra,Satara,3869,2951,141,4727,209,27,7
415510,Maharashtra,Satara,693,638,12,415,36,1,0
415511,Maharashtra,Satara,1677,1117,66,1661,35,2,0
415512,Maharashtra,Satara,945,940,27,1038,60,9,0
415513,Maharashtra,Satara,560,683,22,346,29,3,0
415514,Maharashtra,Satara,1233,1117,36,724,48,4,2
415515,Maharashtra,Satara,417,471,21,263,23,5,0
415516,Maharashtra,Satara,82,75,3,104,7,0,0
415517,Maharashtra,Satara,319,227,5,166,13,9,0
415518,Maharashtra,Satara,599,690,10,281,17,0,1
415519,Maharashtra,Satara,2205,2571,98,1627,84,6,4
415520,Maharashtra,Satara,650,882,14,507,33,3,0
415521,Maharashtra,Satara,2843,2027,187,4083,126,6,2
415522,Maharashtra,Satara,1126,631,14,747,40,2,1
415523,Maharashtra,Satara,8195,5992,322,10048,1256,285,73
415524,Maharashtra,Satara,569,446,20,779,23,4,1
415525,Maharashtra,Satara,1324,778,38,1176,41,0,1
415526,Maharashtra,Satara,558,449,27,502,22,0,2
415527,Maharashtra,Satara,739,853,11,668,25,4,0
415528,Maharashtra,Satara,1103,810,52,1472,48,2,0
415530,Maharashtra,Satara,411,446,7,264,14,1,1
415536,Maharashtra,Satara,392,223,11,174,15,1,0
415537,Maharashtra,Satara,578,582,27,752,43,3,1
415538,Maharashtra,Satara,1147,927,42,955,42,4,0
415539,Maharashtra,Satara,2395,2743,69,1326,88,9,2
415540,Maharashtra,Satara,1866,1584,71,1868,74,17,6
415601,Maharashtra,Ratnagiri,235,434,5,79,4,1,0
415602,Maharashtra,Ratnagiri,261,613,3,129,16,1,0
415603,Maharashtra,Ratnagiri,498,890,12,124,19,0,0
415604,Maharashtra,Ratnagiri,1368,3121,47,544,78,5,0
415605,Maharashtra,Ratnagiri,3828,6064,233,2784,145,27,0
415606,Maharashtra,Ratnagiri,1242,2105,51,549,42,1,0
415607,Maharashtra,Ratnagiri,334,768,11,171,15,0,0
415608,Maharashtra,Ratnagiri,1273,2513,43,776,40,6,4
415609,Maharashtra,Ratnagiri,449,735,14,397,14,1,2
415610,Maharashtra,Ratnagiri,499,856,15,598,23,1,2
415611,Maharashtra,Ratnagiri,1153,1675,53,1481,38,4,2
415612,Maharashtra,Ratnagiri,4733,3948,177,3092,230,25,3
415613,Maharashtra,Ratnagiri,906,732,31,813,56,4,1
415614,Maharashtra,Ratnagiri,251,206,5,112,11,0,1
415615,Maharashtra,Ratnagiri,231,225,17,310,12,0,0
415616,Maharashtra,Ratnagiri,1095,1097,32,1116,29,0,0
415617,Maharashtra,Ratnagiri,262,508,10,190,15,0,0
415619,Maharashtra,Ratnagiri,372,579,18,468,21,1,0
415620,Maharashtra,Ratnagiri,1543,2152,78,1943,54,4,2
415621,Maharashtra,Ratnagiri,670,956,33,357,27,2,0
415626,Maharashtra,Ratnagiri,329,327,7,322,8,0,0
415628,Maharashtra,Ratnagiri,786,1283,39,542,37,4,0
415629,Maharashtra,Ratnagiri,549,510,23,230,23,0,0
415630,Maharashtra,Ratnagiri,1,12,0,5,0,0,0
415637,Maharashtra,Ratnagiri,364,598,12,409,14,0,0
415639,Maharashtra,Ratnagiri,2048,2040,73,1472,62,2,1
415640,Maharashtra,Ratnagiri,311,654,5,254,11,1,0
415641,Maharashtra,Ratnagiri,976,1877,45,791,32,3,0
415643,Maharashtra,Ratnagiri,384,694,12,318,16,2,0
415701,Maharashtra,Ratnagiri,616,720,69,821,10,6,0
415702,Maharashtra,Ratnagiri,453,445,84,654,17,3,0
415703,Maharashtra,Ratnagiri,932,1196,44,910,64,2,0
415705,Maharashtra,Ratnagiri,248,226,15,527,8,0,0
415706,Maharashtra,Ratnagiri,545,830,14,240,14,0,0
415708,Maharashtra,Ratnagiri,404,486,15,210,19,1,0
415709,Maharashtra,Ratnagiri,2131,4145,102,1578,102,9,3
415710,Maharashtra,Ratnagiri,212,389,7,152,7,2,0
415711,Maharashtra,Ratnagiri,790,1545,22,668,16,0,0
415712,Maharashtra,Ratnagiri,2909,4354,103,2632,96,15,0
415713,Maharashtra,Ratnagiri,742,1325,39,515,37,7,0
415714,Maharashtra,Ratnagiri,256,410,5,242,7,1,0
415715,Maharashtra,Ratnagiri,600,838,34,468,80,12,0
415716,Maharashtra,Ratnagiri,350,661,10,324,14,2,0
415717,Maharashtra,Ratnagiri,202,425,7,288,6,1,0
415718,Maharashtra,Ratnagiri,283,692,23,159,7,3,0
415719,Maharashtra,Ratnagiri,432,463,18,483,28,2,0
415720,Maharashtra,Ratnagiri,258,429,12,129,14,0,0
415722,Maharashtra,Ratnagiri,732,996,45,319,25,2,0
415724,Maharashtra,Ratnagiri,826,851,63,890,36,2,0
415726,Maharashtra,Ratnagiri,600,467,27,750,34,1,0
415727,Maharashtra,Ratnagiri,460,1063,18,476,36,1,0
415728,Maharashtra,Ratnagiri,197,187,10,215,5,0,0
415729,Maharashtra,Ratnagiri,235,170,16,266,13,0,0
415730,Maharashtra,Ratnagiri,294,526,22,311,10,0,0
415801,Maharashtra,Ratnagiri,464,671,11,276,10,1,2
415802,Maharashtra,Ratnagiri,180,392,9,105,9,1,0
415803,Maharashtra,Ratnagiri,972,1573,40,1000,39,0,0
415804,Maharashtra,Ratnagiri,2218,3978,78,1278,65,7,4
415805,Maharashtra,Ratnagiri,20,37,5,116,2,2,0
415806,Maharashtra,Ratnagiri,344,342,19,329,33,2,0
415807,Maharashtra,Ratnagiri,173,239,4,60,4,0,0
416001,Maharashtra,Kolhapur,3679,4370,294,4527,213,26,1
416002,Maharashtra,Kolhapur,1750,2068,117,1873,90,18,0
416003,Maharashtra,Kolhapur,1925,2443,149,2004,96,39,1
416004,Maharashtra,Kolhapur,793,676,55,629,38,10,0
416005,Maharashtra,Kolhapur,2828,2988,233,2220,160,28,2
416006,Maharashtra,Kolhapur,1072,1271,69,823,71,16,0
416007,Maharashtra,Kolhapur,1446,1362,91,1800,86,19,0
416008,Maharashtra,Kolhapur,2353,2124,109,2215,74,26,5
416010,Maharashtra,Kolhapur,2521,2742,134,1780,149,27,2
416011,Maharashtra,Kolhapur,2,5,7,41,3,0,0
416012,Maharashtra,Kolhapur,4553,4576,249,3246,229,59,3
416013,Maharashtra,Kolhapur,1286,1124,101,1314,97,25,1
416101,Maharashtra,Kolhapur,2873,3971,127,3409,225,27,3
416102,Maharashtra,Kolhapur,813,1345,24,261,35,2,0
416103,Maharashtra,Kolhapur,1190,1207,41,892,66,6,0
416104,Maharashtra,Kolhapur,640,666,42,519,39,11,1
416105,Maharashtra,Kolhapur,308,431,15,269,16,3,0
416106,Maharashtra,Kolhapur,1342,1673,58,1256,80,10,1
416107,Maharashtra,Kolhapur,407,666,15,766,29,3,1
416108,Maharashtra,Kolhapur,345,335,11,308,20,0,0
416109,Maharashtra,Kolhapur,1963,2759,84,2059,104,24,1
416110,Maharashtra,Kolhapur,440,527,16,436,30,4,0
416111,Maharashtra,Kolhapur,682,831,19,694,30,12,0
416112,Maharashtra,Kolhapur,2916,4259,135,2898,208,49,4
416113,Maharashtra,Kolhapur,820,1237,35,503,53,2,1
416114,Maharashtra,Kolhapur,1113,2414,41,683,77,13,0
416115,Maharashtra,Kolhapur,7246,12925,388,7357,371,104,1
416116,Maharashtra,Kolhapur,2587,3581,82,1691,108,23,0
416117,Maharashtra,Kolhapur,194,450,4,171,7,2,0
416118,Maharashtra,Kolhapur,1498,1519,53,1281,79,7,1
416119,Maharashtra,Kolhapur,1444,1169,129,2139,71,22,4
416120,Maharashtra,Kolhapur,549,544,21,324,29,0,0
416121,Maharashtra,Kolhapur,1920,3081,94,1636,71,18,1
416122,Maharashtra,Kolhapur,2608,3329,109,1840,119,18,4
416143,Maharashtra,Kolhapur,751,1892,15,529,63,6,0
416144,Maharashtra,Kolhapur,1,0,0,1,0,0,0
416146,Maharashtra,Kolhapur,350,429,21,375,16,0,2
416201,Maharashtra,Kolhapur,261,573,16,321,25,1,0
416202,Maharashtra,Kolhapur,1498,1841,95,1447,72,14,0
416203,Maharashtra,Kolhapur,1602,2763,51,784,53,19,0
416204,Maharashtra,Kolhapur,785,882,41,691,41,2,0
416205,Maharashtra,Kolhapur,3784,5533,215,5423,248,24,0
416206,Maharashtra,Kolhapur,1764,1152,56,1707,73,5,0
416207,Maharashtra,Kolhapur,1271,1685,37,1563,107,4,1
416208,Maharashtra,Kolhapur,1333,1428,80,2005,86,6,0
416209,Maharashtra,Kolhapur,3006,2893,176,5114,154,13,6
416210,Maharashtra,Kolhapur,1666,1175,66,2309,74,6,0
416211,Maharashtra,Kolhapur,3063,3874,119,3734,140,12,2
416212,Maharashtra,Kolhapur,1675,1733,58,2136,70,6,0
416213,Maharashtra,Kolhapur,1831,2461,83,2848,89,7,5
416214,Maharashtra,Kolhapur,1567,3071,75,1957,51,18,2
416215,Maharashtra,Kolhapur,389,455,23,966,36,4,0
416216,Maharashtra,Kolhapur,2639,2696,146,3442,180,45,4
416218,Maharashtra,Kolhapur,1334,1537,56,1574,70,5,1
416219,Maharashtra,Kolhapur,1514,1929,83,2215,94,15,0
416220,Maharashtra,Kolhapur,1080,1355,24,794,42,4,0
