pincode,state,district,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,age_0_5,age_5_17,age_18_greater
577540,Karnataka,Chitradurga,942,1004,247,1434,200,19,4
577541,Karnataka,Chitradurga,645,914,86,822,98,6,1
577542,Karnataka,Chitradurga,453,652,26,239,39,2,0
577543,Karnataka,Chitradurga,734,703,164,1140,88,15,1
577544,Karnataka,Davanagere,2508,2228,208,1408,232,8,0
577545,Karnataka,Chitradurga,346,350,52,459,38,1,0
577546,Karnataka,Chitradurga,864,623,161,896,80,9,0
577547,Karnataka,Chickmagalur,6021,5355,567,6003,828,72,0
577548,Karnataka,Chickmagalur,16506,28278,4185,19503,2592,189,36
577549,Karnataka,Chickmagalur,1668,1608,351,2340,396,12,6
577550,Karnataka,Chickmagalur,1228,1616,390,2100,216,12,0
577551,Karnataka,Davanagere,2088,1872,244,1448,436,8,4
577552,Karnataka,Davanagere,3980,3844,296,3316,512,32,4
577553,Karnataka,Davanagere,1452,2496,140,980,168,24,0
577554,Karnataka,Chitradurga,272,338,69,388,34,3,1
577555,Karnataka,Chitradurga,364,406,49,466,66,5,0
577556,Karnataka,Davanagere,2136,3224,196,1552,360,20,0
577557,Karnataka,Chitradurga,818,950,97,745,137,6,2
577558,Karnataka,Chitradurga,306,251,65,367,32,11,0
577566,Karnataka,Davanagere,1552,2388,112,928,252,16,0
577589,Karnataka,Davanagere,2320,3268,220,1100,316,24,4
577597,Karnataka,Chitradurga,387,465,56,348,40,1,1
577598,Karnataka,Chitradurga,1584,1348,277,1525,191,20,1
577599,Karnataka,Chitradurga,593,511,100,697,85,7,0
577601,Karnataka,Davanagere,12084,15004,2108,11908,1180,80,0
577602,Karnataka,Chitradurga,1,1,0,0,0,0,0
580001,Karnataka,Dharwad,1808,2756,646,2945,199,19,2
580002,Karnataka,Dharwad,381,458,124,424,36,3,0
580003,Karnataka,Dharwad,297,384,64,266,23,1,1
580004,Karnataka,Dharwad,543,796,166,521,37,2,1
580005,Karnataka,Dharwad,342,452,38,173,35,0,1
580006,Karnataka,Dharwad,598,658,215,599,59,0,2
580007,Karnataka,Dharwad,1696,2104,468,1241,217,11,8
580008,Karnataka,Dharwad,1238,1631,448,1475,124,9,2
580009,Karnataka,Dharwad,454,576,217,647,54,4,0
580011,Karnataka,Dharwad,582,625,201,486,94,4,0
580020,Karnataka,Dharwad,2385,3221,485,2956,289,30,0
580021,Karnataka,Dharwad,392,483,24,229,41,6,0
580023,Karnataka,Dharwad,2880,3662,930,4342,385,35,0
580024,Karnataka,Dharwad,6442,7346,2224,9261,632,55,0
580025,Karnataka,Dharwad,1090,1138,122,689,135,12,0
580026,Karnataka,Dharwad,186,223,31,164,26,3,0
580027,Karnataka,Dharwad,0,2,0,2,0,0,0
580028,Karnataka,Dharwad,1847,2102,243,1184,188,13,0
580029,Karnataka,Dharwad,242,330,32,206,27,1,0
580030,Karnataka,Dharwad,1460,1477,1151,3270,109,15,0
580031,Karnataka,Dharwad,972,1274,57,487,95,15,0
580032,Karnataka,Dharwad,583,907,89,395,39,7,0
580112,Karnataka,Dharwad,723,810,255,688,111,4,0
580114,Karnataka,Dharwad,772,816,281,706,96,3,0
580118,Karnataka,Dharwad,460,579,158,384,71,4,1
581101,Karnataka,Haveri,630,469,212,421,61,2,0
581102,Karnataka,Haveri,773,736,313,626,124,10,2
581103,Karnataka,Dharwad,537,446,184,575,49,2,1
581104,Karnataka,Haveri,9872,6928,5848,12312,1452,80,28
581105,Karnataka,Dharwad,941,903,440,856,101,6,0
581106,Karnataka,Haveri,8552,7360,2184,9624,828,44,20
581107,Karnataka,Dharwad,656,479,69,360,89,6,0
581108,Karnataka,Haveri,2032,1670,214,924,468,36,16
581109,Karnataka,Haveri,2530,2076,574,1672,520,48,0
581110,Karnataka,Haveri,14584,13980,7552,23736,1712,92,24
581111,Karnataka,Haveri,4608,4332,1988,8584,672,28,8
581112,Karnataka,Haveri,994,896,408,818,240,8,0
581113,Karnataka,Dharwad,1069,1199,226,736,133,10,0
581115,Karnataka,Haveri,17636,26976,9484,38548,1920,128,16
581116,Karnataka,Haveri,4252,6980,2428,11592,248,20,0
581117,Karnataka,Dharwad,701,583,250,642,88,8,0
581118,Karnataka,Gadag,26082,19611,17775,26622,3303,306,18
581119,Karnataka,Haveri,1904,2124,204,1174,372,40,0
581120,Karnataka,Haveri,2824,1868,802,2118,680,32,12
581121,Karnataka,Uttara Kannada,22,33,4,51,5,1,0
581123,Karnataka,Haveri,513,600,153,471,39,2,1
581126,Karnataka,Haveri,3324,2864,372,1804,368,48,4
581128,Karnataka,Haveri,564,508,168,514,200,12,8
581129,Karnataka,Uttara Kannada,185,164,24,167,23,1,0
581145,Karnataka,Haveri,340,455,146,672,74,2,2
581148,Karnataka,Haveri,759,585,222,512,99,5,1
581186,Karnataka,Uttara Kannada,90,81,33,111,19,0,0
581187,Karnataka,Uttara Kannada,123,95,7,75,20,0,1
581193,Karnataka,Haveri,605,456,46,276,85,6,2
581195,Karnataka,Dharwad,10,20,6,44,11,0,0
581201,Karnataka,Dharwad,793,983,81,394,93,2,0
581202,Karnataka,Haveri,2862,2228,605,1453,296,22,2
581203,Karnataka,Haveri,828,635,278,575,97,5,1
581204,Karnataka,Dharwad,2392,1695,653,1986,242,10,0
581205,Karnataka,Dharwad,12789,9909,7857,15804,1431,81,36
581206,Karnataka,Dharwad,541,630,307,381,76,3,0
581207,Karnataka,Dharwad,573,536,87,374,75,5,0
581208,Karnataka,Haveri,1470,2788,264,1448,416,48,12
581209,Karnataka,Dharwad,465,386,36,241,38,4,0
581210,Karnataka,Haveri,1992,3690,1076,5038,372,12,8
581211,Karnataka,Haveri,330,624,83,326,46,3,0
581212,Karnataka,Dharwad,4456,3548,1180,3568,624,12,0
581213,Karnataka,Haveri,1910,1920,530,1732,123,13,5
581301,Karnataka,Uttara Kannada,352,333,38,467,34,7,0
581302,Karnataka,Uttara Kannada,33,26,2,22,3,0,0
581303,Karnataka,Uttara Kannada,135,121,11,115,26,0,0
581304,Karnataka,Uttara Kannada,244,186,23,186,28,1,0
581305,Karnataka,Uttara Kannada,6,13,0,31,3,0,0
581306,Karnataka,Uttara Kannada,249,208,20,182,28,2,0
581307,Karnataka,Uttara Kannada,41,34,4,26,11,1,0
581308,Karnataka,Uttara Kannada,20,14,1,18,4,0,0
581314,Karnataka,Uttara Kannada,566,409,64,620,98,8,2
581315,Karnataka,Uttara Kannada,162,149,14,94,25,3,0
581316,Karnataka,Uttara Kannada,181,186,14,98,19,2,0
581317,Karnataka,Uttara Kannada,95,71,6,81,9,1,0
581318,Karnataka,Uttara Kannada,433,445,71,482,71,4,0
581319,Karnataka,Uttara Kannada,157,53,43,331,32,1,0
581320,Karnataka,Uttara Kannada,1671,2031,350,2194,215,32,3
581321,Karnataka,Uttara Kannada,106,78,18,126,26,1,0
581322,Karnataka,Uttara Kannada,213,161,25,278,32,6,0
581323,Karnataka,Uttara Kannada,265,146,50,175,32,2,0
581324,Karnataka,Uttara Kannada,268,295,23,150,28,0,0
581325,Karnataka,Uttara Kannada,1211,858,322,1479,175,12,2
581326,Karnataka,Uttara Kannada,166,58,11,167,24,0,0
581327,Karnataka,Uttara Kannada,318,171,34,354,34,0,0
581328,Karnataka,Uttara Kannada,36,35,9,58,6,0,0
581329,Karnataka,Uttara Kannada,1657,1167,495,2182,281,3,0
581330,Karnataka,Uttara Kannada,169,139,10,136,14,0,1
581331,Karnataka,Uttara Kannada,101,95,15,87,20,4,1
581332,Karnataka,Uttara Kannada,210,116,7,141,17,1,0
581333,Karnataka,Uttara Kannada,182,123,15,159,25,0,0
581334,Karnataka,Uttara Kannada,880,478,103,729,128,2,2
581335,Karnataka,Uttara Kannada,162,66,22,184,18,0,1
581336,Karnataka,Uttara Kannada,219,253,3,128,26,4,0
581337,Karnataka,Uttara Kannada,126,74,33,246,18,5,0
581338,Karnataka,Uttara Kannada,139,106,3,93,24,1,0
581339,Karnataka,Uttara Kannada,156,109,13,138,14,0,0
581340,Karnataka,Uttara Kannada,191,211,19,201,22,4,2
581341,Karnataka,Uttara Kannada,126,76,10,120,27,1,0
581342,Karnataka,Uttara Kannada,266,137,44,293,35,0,0
581343,Karnataka,Uttara Kannada,454,372,69,682,63,1,0
581344,Karnataka,Uttara Kannada,247,144,14,227,29,3,0
581345,Karnataka,Uttara Kannada,67,81,6,74,8,0,0
581346,Karnataka,Uttara Kannada,522,500,163,639,67,5,0
581347,Karnataka,Uttara Kannada,176,167,31,299,17,3,0
581348,Karnataka,Uttara Kannada,412,209,54,396,59,1,2
581349,Karnataka,Uttara Kannada,1257,1029,288,1295,135,6,0
581350,Karnataka,Uttara Kannada,385,350,44,403,57,3,2
581351,Karnataka,Uttara Kannada,315,144,40,288,45,1,0
581352,Karnataka,Uttara Kannada,235,214,56,383,23,0,0
581353,Karnataka,Uttara Kannada,200,119,31,294,45,1,1
581354,Karnataka,Uttara Kannada,272,270,26,180,36,2,0
581355,Karnataka,Uttara Kannada,658,576,104,782,112,20,2
581356,Karnataka,Uttara Kannada,536,289,84,483,59,2,0
581357,Karnataka,Uttara Kannada,117,63,6,191,16,0,0
581358,Karnataka,Uttara Kannada,463,505,125,612,49,4,0
581359,Karnataka,Uttara Kannada,626,428,78,672,85,11,1
581360,Karnataka,Uttara Kannada,43,26,5,61,10,0,0
581361,Karnataka,Uttara Kannada,270,122,15,173,25,1,0
581362,Karnataka,Uttara Kannada,220,150,13,127,31,0,0
581363,Karnataka,Uttara Kannada,162,122,38,155,39,2,0
581365,Karnataka,Uttara Kannada,3,8,4,11,5,1,1
581384,Karnataka,Uttara Kannada,215,76,13,121,13,0,0
581396,Karnataka,Uttara Kannada,23,16,7,36,5,1,0
581400,Karnataka,Uttara Kannada,293,201,94,248,18,0,0
581401,Karnataka,Uttara Kannada,331,444,68,341,30,2,1
581402,Karnataka,Uttara Kannada,1163,1475,329,2009,139,17,3
581403,Karnataka,Uttara Kannada,263,293,49,296,44,5,0
581411,Karnataka,Uttara Kannada,135,180,62,539,11,4,0
581412,Karnataka,Uttara Kannada,326,211,38,286,67,4,1
581421,Karnataka,Uttara Kannada,379,325,21,211,51,3,1
581423,Karnataka,Uttara Kannada,230,125,43,262,46,1,0
581440,Karnataka,Uttara Kannada,266,164,37,303,26,3,0
581450,Karnataka,Uttara Kannada,85,102,20,190,18,2,0
581453,Karnataka,Belagavi,634,910,96,508,148,8,0
582101,Karnataka,Gadag,8924,8140,2840,7928,1384,108,12
582102,Karnataka,Gadag,7964,6696,1932,5524,1388,68,4
582103,Karnataka,Gadag,6400,5800,2196,6408,804,80,8
582111,Karnataka,Gadag,196,125,58,145,31,2,0
582112,Karnataka,Gadag,2926,2416,3664,7008,610,56,4
582113,Karnataka,Gadag,2916,2872,692,2408,820,52,0
582114,Karnataka,Gadag,5052,3764,1452,4176,1116,120,0
582115,Karnataka,Gadag,1480,1052,221,502,258,26,0
582116,Karnataka,Gadag,7692,6540,4636,8292,1160,104,12
582117,Karnataka,Gadag,1842,1316,238,1044,512,36,8
582118,Karnataka,Gadag,6124,4268,1560,5584,1520,184,0
582119,Karnataka,Gadag,797,583,362,1378,260,12,0
582120,Karnataka,Gadag,4144,3280,2208,4888,788,36,8
582201,Karnataka,Dharwad,4416,4528,248,1464,540,48,0
582202,Karnataka,Gadag,275,224,73,305,55,6,0
582203,Karnataka,Gadag,978,750,228,852,102,16,1
582204,Karnataka,Gadag,334,240,78,470,126,6,2
582205,Karnataka,Gadag,3192,2484,1016,2628,544,32,0
582206,Karnataka,Gadag,272,141,110,246,42,5,0
582207,Karnataka,Gadag,8528,6844,3208,8788,1420,64,0
582208,Karnataka,Dharwad,2184,1998,443,1986,350,25,0
582209,Karnataka,Gadag,2758,2372,740,2584,308,32,1
582210,Karnataka,Gadag,650,510,216,524,88,4,4
582211,Karnataka,Gadag,693,721,700,1722,326,52,2
583101,Karnataka,Ballari,60840,58113,15246,72900,6300,567,90
583102,Karnataka,Ballari,30537,29169,8397,39636,4131,306,126
583103,Karnataka,Ballari,17955,19575,3645,19215,2097,261,0
583104,Karnataka,Ballari,9954,10062,1251,7470,792,126,0
583111,Karnataka,Ballari,2692,2784,324,2046,708,72,6
583112,Karnataka,Ballari,1256,1284,124,852,244,40,0
583113,Karnataka,Ballari,5898,6300,1512,9612,1256,216,16
583114,Karnataka,Ballari,2844,2760,148,1092,316,48,4
583115,Karnataka,Ballari,10350,10152,1674,9522,1440,204,6
583116,Karnataka,Ballari,12006,12654,1251,7182,1719,333,0
583117,Karnataka,Ballari,10368,10176,984,4776,1926,414,18
583118,Karnataka,Ballari,748,620,68,400,64,12,0
583119,Karnataka,Ballari,6228,6288,1236,6966,1050,132,30
583120,Karnataka,Ballari,10992,13620,1824,9600,2853,351,45
583121,Karnataka,Ballari,9392,8876,1716,8352,840,100,16
583122,Karnataka,Ballari,4928,4772,388,2536,800,104,8
583123,Karnataka,Ballari,6188,3968,1320,8430,1230,72,30
583124,Karnataka,Ballari,3108,3186,570,3648,784,160,8
583125,Karnataka,Ballari,19920,24495,4830,19995,5150,400,25
583126,Karnataka,Ballari,10332,25191,972,9243,1017,234,63
583127,Karnataka,Ballari,11040,10530,3750,13050,1575,375,25
583128,Karnataka,Ballari,2468,2864,668,3824,688,276,24
583129,Karnataka,Ballari,10494,9009,858,5220,1134,252,24
583130,Karnataka,Ballari,12600,32922,927,6669,864,225,18
583131,Karnataka,Davanagere,20628,18765,7479,23112,1890,225,27
583132,Karnataka,Ballari,12069,10332,1395,10053,1647,126,9
583134,Karnataka,Ballari,46225,38200,10100,42675,3900,750,125
583135,Karnataka,Ballari,20295,24822,2025,18891,1899,369,72
583136,Karnataka,Ballari,20928,51840,1744,8672,960,272,0
583137,Karnataka,Bellary,12180,14532,2496,11040,2272,128,16
583152,Karnataka,Bellary,2,0,0,2,2,0,1
583201,Karnataka,Ballari,38763,42750,6921,37413,3690,333,0
583203,Karnataka,Ballari,207,153,36,495,45,9,0
583211,Karnataka,Ballari,2340,2583,324,1773,297,18,0
583212,Karnataka,Ballari,18828,14859,3789,22959,2538,657,45
583213,Karnataka,Ballari,6318,6498,1896,8796,1704,120,12
583214,Karnataka,Ballari,7029,5913,1215,6993,855,171,36
583215,Karnataka,Ballari,144,138,18,72,72,9,0
583216,Karnataka,Ballari,8739,8280,1566,9072,2169,126,18
583217,Karnataka,Ballari,9056,9280,2224,10016,1648,192,32
583218,Karnataka,Ballari,7200,15786,306,5121,936,207,36
583219,Karnataka,Ballari,17676,13194,2457,15804,2430,243,18
583220,Karnataka,Ballari,5310,4779,882,6300,945,198,18
583221,Karnataka,Ballari,5085,5292,999,4122,873,81,9
583222,Karnataka,Ballari,18909,15552,2844,12555,2097,216,9
583223,Karnataka,Ballari,6885,7074,1062,3735,1179,81,0
583224,Karnataka,Ballari,5652,5148,774,6309,1350,225,18
583225,Karnataka,Ballari,2385,2664,270,2142,153,27,0
583226,Karnataka,Koppal,860,910,131,680,138,16,2
583227,Karnataka,Koppal,3285,2994,932,4211,450,38,5
583228,Karnataka,Koppal,1478,1526,253,1431,236,37,2
583229,Karnataka,Koppal,2228,2220,467,2481,351,25,2
583230,Karnataka,Koppal,879,783,155,841,151,26,0
583231,Karnataka,Koppal,2292,1969,553,2078,200,19,2
583232,Karnataka,Koppal,1337,1103,253,1272,220,30,0
583233,Karnataka,Koppal,221,237,14,150,30,1,1
583234,Karnataka,Koppal,1072,1254,156,680,179,10,2
583235,Karnataka,Koppal,800,794,99,647,182,16,1
583236,Karnataka,Koppal,1766,1493,182,932,210,35,1
583237,Karnataka,Koppal,2091,1716,1067,4228,360,75,3
583238,Karnataka,Koppal,1992,2015,1559,5510,291,33,2
583239,Karnataka,Ballari,3627,3384,729,1926,342,54,0
583268,Karnataka,Koppal,723,788,60,365,119,10,2
583275,Karnataka,Ballari,164,92,48,204,12,0,4
583276,Karnataka,Bellary,2,8,4,5,2,0,0
583277,Karnataka,Koppal,2724,2111,875,3366,402,81,8
583278,Karnataka,Koppal,985,882,187,1028,139,35,3
583279,Karnataka,Koppal,1235,907,139,753,167,36,4
583280,Karnataka,Koppal,1288,843,249,991,130,23,3
583281,Karnataka,Koppal,1878,1048,342,1269,286,29,3
583282,Karnataka,Koppal,913,835,147,726,121,13,2
583283,Karnataka,Koppal,1668,1382,241,1336,331,54,1
584101,Karnataka,Raichur,4452,4840,718,5683,452,41,5
584102,Karnataka,Raichur,2196,1874,138,1016,242,38,3
584103,Karnataka,Raichur,1357,1228,87,805,136,17,3
584111,Karnataka,Raichur,2817,3046,328,2035,506,204,2
584112,Karnataka,Koppal,1,34,2,31,4,1,0
584113,Karnataka,Raichur,1001,1292,84,609,148,22,1
584114,Karnataka,Koppal,14,25,0,34,5,0,0
584115,Karnataka,Raichur,1944,1889,181,1067,280,66,0
584116,Karnataka,Raichur,1973,1776,207,1254,297,125,3
584118,Karnataka,Raichur,956,1247,96,532,142,24,2
584119,Karnataka,Koppal,0,10,0,30,7,0,0
584120,Karnataka,Raichur,2196,2332,251,1628,316,80,4
584121,Karnataka,Koppal,11,76,2,132,25,3,0
584122,Karnataka,Raichur,3448,3195,916,3480,401,134,11
584123,Karnataka,Raichur,3438,3607,232,1527,451,111,2
584124,Karnataka,Raichur,1727,1512,203,1314,172,72,1
584125,Karnataka,Raichur,2537,2123,234,1217,326,105,4
584126,Karnataka,Raichur,964,1200,137,709,194,52,0
584127,Karnataka,Raichur,1309,1269,275,1184,146,56,5
584128,Karnataka,Raichur,6055,7009,1335,6280,1000,291,17
584129,Karnataka,Raichur,2400,2272,267,1712,341,102,7
584130,Karnataka,Koppal,9,56,2,52,7,1,0
584131,Karnataka,Koppal,0,24,1,34,7,3,0
584132,Karnataka,Raichur,1017,968,114,933,226,54,5
584133,Karnataka,Raichur,894,1120,64,248,164,28,0
584134,Karnataka,Raichur,953,1020,49,459,107,12,0
584135,Karnataka,Raichur,675,862,44,352,108,28,2
584136,Karnataka,Raichur,481,716,43,303,77,9,1
584138,Karnataka,Raichur,938,1130,87,524,106,24,0
584139,Karnataka,Raichur,1755,1634,266,1319,304,182,13
584140,Karnataka,Raichur,1554,1878,248,821,224,25,2
584143,Karnataka,Raichur,1873,2539,540,2151,269,79,10
584166,Karnataka,Koppal,3,24,0,43,4,0,0
584167,Karnataka,Raichur,659,882,84,488,114,18,0
584170,Karnataka,Raichur,823,666,80,551,112,3,1
584202,Karnataka,Raichur,621,841,35,265,139,29,0
584203,Karnataka,Raichur,867,1030,34,321,119,25,0
585101,Karnataka,Gulbarga,11020,9408,2636,10652,708,96,20
585102,Karnataka,Gulbarga,15812,15260,4224,19404,1384,200,20
585103,Karnataka,Gulbarga,18360,16480,2316,12724,1568,224,64
585104,Karnataka,Gulbarga,28308,29552,7164,34132,5352,520,100
585105,Karnataka,Gulbarga,6784,6396,704,4148,516,112,28
585106,Karnataka,Gulbarga,1768,1592,208,1104,180,24,4
585201,Karnataka,Gulbarga,8772,7950,1224,6732,894,162,12
585202,Karnataka,Gulbarga,38349,43263,12816,43497,6525,1494,171
585210,Karnataka,Gulbarga,884,1072,72,344,120,40,0
585211,Karnataka,Gulbarga,6264,7604,296,2892,908,152,0
585212,Karnataka,Gulbarga,3296,3904,404,1676,376,136,20
585213,Karnataka,Gulbarga,4580,5272,692,3532,416,76,8
585214,Karnataka,Gulbarga,41456,34336,5008,28336,5904,976,64
585215,Karnataka,Yadgir,7400,5596,2324,6836,1268,704,80
585216,Karnataka,Gulbarga,25596,25524,7911,26334,3357,1026,27
585217,Karnataka,Gulbarga,5044,5340,936,4440,296,60,8
585218,Karnataka,Gulbarga,12519,11376,1314,6165,1152,261,27
585219,Karnataka,Yadgir,512,470,60,300,78,3,0
585220,Karnataka,Gulbarga,7083,5733,747,4122,1215,342,18
585221,Karnataka,Gulbarga,17793,14517,4599,17595,2295,477,36
585222,Karnataka,Gulbarga,10336,12360,1060,5520,1448,216,0
585223,Karnataka,Gulbarga,47024,42880,13360,49184,7840,1712,0
585224,Karnataka,Yadgir,4959,4032,480,2580,726,144,6
585225,Karnataka,Gulbarga,9644,8040,952,5348,760,124,0
585226,Karnataka,Bidar,1561,1816,175,972,156,30,1
585227,Karnataka,Bidar,1641,1630,354,1785,152,44,4
585228,Karnataka,Gulbarga,11900,10412,2644,9596,1048,128,0
585229,Karnataka,Gulbarga,172,248,16,256,44,4,0
585236,Karnataka,Gulbarga,4960,4664,480,2932,428,72,0
585237,Karnataka,Yadgir,4156,3724,1116,3680,868,128,48
585265,Karnataka,Gulbarga,4840,5412,676,3464,644,140,8
585287,Karnataka,Gulbarga,13440,12112,2800,12272,2032,528,0
585290,Karnataka,Gulbarga,12666,11748,2529,11763,3870,984,162
585291,Karnataka,Yadgir,4704,2824,564,1676,728,256,16
585292,Karnataka,Gulbarga,952,1088,108,384,80,12,0
585301,Karnataka,Gulbarga,10928,10412,3780,11088,1112,280,28
585302,Karnataka,Gulbarga,14412,14052,1428,9724,1024,176,0
585303,Karnataka,Gulbarga,2568,2916,364,1900,332,96,0
585304,Karnataka,Gulbarga,4026,5124,768,4608,1053,414,36
585305,Karnataka,Gulbarga,3660,3156,368,3104,512,12,0
585306,Karnataka,Gulbarga,5036,4988,584,4120,548,68,0
585307,Karnataka,Gulbarga,2360,2168,304,1696,208,16,0
585308,Karnataka,Gulbarga,4216,5472,404,2464,400,124,4
585309,Karnataka,Gulbarga,28528,21584,6096,24736,3904,1072,0
585310,Karnataka,Gulbarga,16276,18460,3692,13916,2100,488,20
585311,Karnataka,Gulbarga,5552,5696,636,3364,476,52,0
585312,Karnataka,Gulbarga,5264,6088,840,3892,808,160,0
585313,Karnataka,Gulbarga,7220,7180,720,5516,1108,240,4
585314,Karnataka,Gulbarga,3376,4420,288,1960,308,32,0
585315,Karnataka,Gulbarga,6174,7830,1280,5280,1620,468,24
585316,Karnataka,Gulbarga,6248,7208,884,5436,800,140,0
585317,Karnataka,Gulbarga,5784,6372,570,3666,1332,207,0
585318,Karnataka,Gulbarga,6164,6488,552,3044,960,176,0
585319,Karnataka,Gulbarga,11565,13662,1602,6192,1647,504,0
585320,Karnataka,Gulbarga,2904,3444,220,2148,412,84,0
585321,Karnataka,Gulbarga,19584,23589,2943,13383,2709,639,45
585322,Karnataka,Gulbarga,3740,3880,384,2424,580,104,0
585323,Karnataka,Gulbarga,9846,7983,1638,6912,1881,513,0
585324,Karnataka,Gulbarga,3916,4048,316,2080,484,72,4
585325,Karnataka,Gulbarga,6692,7680,1092,5716,1004,272,4
585326,Karnataka,Bidar,2653,2769,425,2512,307,95,4
585327,Karnataka,Bidar,3635,3758,910,5324,455,78,7
585328,Karnataka,Bidar,2633,2768,387,2370,268,70,3
585329,Karnataka,Bidar,1059,973,178,1049,109,30,4
585330,Karnataka,Bidar,1685,1291,122,902,183,48,1
585331,Karnataka,Bidar,1077,1408,94,640,125,14,4
585353,Karnataka,Bidar,511,429,59,332,49,21,2
585355,Karnataka,Gulbarga,8235,10134,1368,9261,1395,351,0
585401,Karnataka,Bidar,2868,2965,679,3682,274,36,0
585402,Karnataka,Bidar,2108,2541,279,1444,196,21,1
585403,Karnataka,Bidar,3304,3153,733,3361,309,39,4
585411,Karnataka,Bidar,1054,1178,93,572,72,23,0
585412,Karnataka,Bidar,1409,1553,242,1495,132,26,2
585413,Karnataka,Bidar,1456,1660,146,997,155,24,1
585414,Karnataka,Bidar,756,675,98,692,46,17,0
585415,Karnataka,Bidar,343,325,43,230,30,10,0
585416,Karnataka,Bidar,1418,1704,261,1493,166,34,0
585417,Karnataka,Bidar,919,936,147,967,63,17,1
585418,Karnataka,Bidar,1021,972,166,1062,82,33,1
585419,Karnataka,Bidar,1691,2467,252,1421,131,34,1
585421,Karnataka,Bidar,1122,1263,183,1013,123,21,2
585436,Karnataka,Bidar,472,531,58,400,57,15,3
585437,Karnataka,Bidar,1297,1715,233,1436,246,99,16
585443,Karnataka,Bidar,713,822,81,510,74,17,2
586101,Karnataka,Bijapur,28020,24360,3868,20504,5784,1014,78
586102,Karnataka,Bijapur,4600,3444,776,2860,540,56,0
586103,Karnataka,Bijapur,5468,3356,720,3444,568,124,0
586104,Karnataka,Bijapur,11016,9648,932,6524,1428,320,16
586108,Karnataka,Bijapur,3796,4240,1072,4428,732,132,4
586109,Karnataka,Bijapur,4004,2528,672,3008,380,60,0
586111,Karnataka,Bijapur,3260,2792,468,2156,488,104,8
586112,Karnataka,Bijapur,7776,8860,2860,4680,868,220,12
586113,Karnataka,Bagalkot,17163,12708,12228,21972,3300,456,48
586114,Karnataka,Bijapur,2312,2756,1064,3744,432,88,28
586115,Karnataka,Bijapur,9528,6804,2460,7290,684,160,0
586116,Karnataka,Bijapur,2872,2236,756,3018,474,114,6
586117,Karnataka,Bijapur,5744,6540,1304,4772,652,232,4
586118,Karnataka,Bijapur,3908,4236,1988,4488,524,184,0
586119,Karnataka,Bijapur,3312,3020,726,3444,810,180,12
586120,Karnataka,Bijapur,4832,3464,1264,3724,656,168,4
